LoanID,CustomerID,CIBIL_Score,Annual_Income_INR,Employment_Type,Vehicle_Model,Loan_Amount_INR,Interest_Rate_Pct,Tenure_Months,Monthly_EMI_INR,FOIR_Pct,NPA_Probability,Risk_Category
900949,100949,727,1423926,Salaried,Tata Nexon EV (Electric SUV),1289733,9.93,36,41573,0.35,0.2329,Low Risk (Safe)
900950,100950,740,1498840,Salaried,Maruti Suzuki Swift (Hatchback),665717,10.11,60,14180,0.114,0.1088,Low Risk (Safe)
900951,100951,719,1323902,Self-Employed Professional,Hyundai Venue (Compact SUV),853201,12.16,48,22535,0.204,0.2636,Low Risk (Safe)
900952,100952,745,1386783,Salaried,Maruti Suzuki Swift (Hatchback),626303,10.15,72,11650,0.101,0.0999,Low Risk (Safe)
900953,100953,673,2111801,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1319078,12.2,60,29475,0.167,0.2668,Low Risk (Safe)
900954,100954,794,1478194,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1484463,8.73,84,23680,0.192,0.2224,Low Risk (Safe)
900955,100955,726,3188715,Salaried,Mahindra XUV700 (Premium SUV),1845536,9.68,72,33893,0.128,0.1224,Low Risk (Safe)
900956,100956,780,3800000,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2130589,8.62,48,52636,0.166,0.2159,Low Risk (Safe)
900957,100957,745,1592746,Salaried,Kia Seltos (Mid-Size SUV),1624637,9.84,72,29966,0.226,0.1624,Low Risk (Safe)
900958,100958,750,2499677,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),591966,10.21,60,12638,0.061,0.1776,Low Risk (Safe)
900959,100959,755,2884398,Salaried,Maruti Suzuki Swift (Hatchback),654576,9.55,60,13763,0.057,0.0732,Low Risk (Safe)
900960,100960,750,2840814,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1343201,9.91,72,24823,0.105,0.1996,Low Risk (Safe)
900961,100961,758,2284768,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),621230,10.21,60,13263,0.07,0.1783,Low Risk (Safe)
900962,100962,789,3296841,Salaried,Honda City (Premium Sedan),1338996,8.94,60,27756,0.101,0.0792,Low Risk (Safe)
900963,100963,738,2856869,Salaried,Kia Seltos (Mid-Size SUV),1543298,10.3,60,33018,0.139,0.1222,Low Risk (Safe)
900964,100964,761,1109350,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1443651,10.13,48,36704,0.397,0.3404,Low Risk (Safe)
900965,100965,725,3534335,Self-Employed Non-Professional,Honda City (Premium Sedan),1209762,10.09,48,30735,0.104,0.2108,Low Risk (Safe)
900966,100966,794,3569763,Salaried,Maruti Suzuki Swift (Hatchback),619203,8.7,60,12763,0.043,0.0479,Low Risk (Safe)
900967,100967,699,1440056,Self-Employed Professional,Hyundai Venue (Compact SUV),847648,11.92,48,22288,0.186,0.2641,Low Risk (Safe)
900968,100968,811,2237491,Salaried,Mahindra XUV700 (Premium SUV),2055750,8.7,36,65085,0.349,0.1929,Low Risk (Safe)
900969,100969,728,3190955,Salaried,Hyundai Venue (Compact SUV),935855,9.97,36,30184,0.114,0.1144,Low Risk (Safe)
900970,100970,665,1953000,Salaried,Honda City (Premium Sedan),1337629,11.12,60,29163,0.179,0.1766,Low Risk (Safe)
900971,100971,735,3800000,Salaried,Maruti Suzuki Swift (Hatchback),599841,9.93,60,12724,0.04,0.0741,Low Risk (Safe)
900972,100972,699,3800000,Self-Employed Professional,Tata Nexon EV (Electric SUV),1344564,12.06,72,26328,0.083,0.2126,Low Risk (Safe)
900973,100973,767,1422188,Salaried,Mahindra XUV700 (Premium SUV),1878739,9.71,60,39650,0.335,0.2066,Low Risk (Safe)
900974,100974,700,1025227,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1736841,11.59,60,38276,0.448,0.3946,Low Risk (Safe)
900975,100975,709,2589823,Salaried,Hyundai Venue (Compact SUV),900030,12.11,60,20070,0.093,0.1129,Low Risk (Safe)
900976,100976,644,3258766,Salaried,Hyundai Venue (Compact SUV),1001727,14.42,60,23527,0.087,0.1404,Low Risk (Safe)
900977,100977,709,1929986,Salaried,Kia Seltos (Mid-Size SUV),1626554,12.01,60,36190,0.225,0.1789,Low Risk (Safe)
900978,100978,620,3800000,Salaried,Maruti Suzuki Swift (Hatchback),640232,14.74,84,12261,0.039,0.1277,Low Risk (Safe)
900979,100979,658,1049439,Salaried,Kia Seltos (Mid-Size SUV),1471925,11.73,84,25771,0.295,0.2379,Low Risk (Safe)
900980,100980,764,3207829,Salaried,Mahindra XUV700 (Premium SUV),1739179,10.0,72,32219,0.121,0.101,Low Risk (Safe)
900981,100981,765,1570298,Salaried,Kia Seltos (Mid-Size SUV),1620221,10.42,84,27250,0.208,0.144,Low Risk (Safe)
900982,100982,749,3800000,Salaried,Toyota Innova Hycross (Hybrid MPV),2182545,10.21,60,46598,0.147,0.121,Low Risk (Safe)
900983,100983,686,3800000,Salaried,Maruti Suzuki Swift (Hatchback),704212,11.44,60,15466,0.049,0.1017,Low Risk (Safe)
900984,100984,727,1437389,Salaried,Mahindra XUV700 (Premium SUV),1950039,9.59,72,35724,0.298,0.2069,Low Risk (Safe)
900985,100985,729,1619687,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1432177,9.72,60,30232,0.224,0.2689,Low Risk (Safe)
900986,100986,677,3515784,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1542492,11.44,72,29708,0.101,0.2319,Low Risk (Safe)
900987,100987,797,1771041,Salaried,Honda City (Premium Sedan),1132317,8.78,72,20287,0.137,0.0934,Low Risk (Safe)
900988,100988,769,2137235,Salaried,Tata Nexon EV (Electric SUV),1429370,9.84,84,23611,0.133,0.1046,Low Risk (Safe)
900989,100989,720,2222100,Salaried,Maruti Suzuki Swift (Hatchback),644839,10.29,60,13793,0.074,0.0982,Low Risk (Safe)
900990,100990,731,762364,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),873250,9.84,72,16107,0.254,0.283,Low Risk (Safe)
900991,100991,739,2174673,Salaried,Honda City (Premium Sedan),1253666,10.32,60,26834,0.148,0.1262,Low Risk (Safe)
900992,100992,638,1499511,Salaried,Hyundai Venue (Compact SUV),968498,14.91,60,22994,0.184,0.1918,Low Risk (Safe)
900993,100993,718,1670748,Salaried,Kia Seltos (Mid-Size SUV),1566995,11.38,60,34367,0.247,0.1856,Low Risk (Safe)
900994,100994,699,3800000,Salaried,Kia Seltos (Mid-Size SUV),1312750,12.34,72,25897,0.082,0.1121,Low Risk (Safe)
900995,100995,684,1097912,Salaried,Hyundai Venue (Compact SUV),1031107,11.74,84,18058,0.197,0.1766,Low Risk (Safe)
900996,100996,717,3427229,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),587178,11.9,48,15433,0.054,0.1896,Low Risk (Safe)
900997,100997,810,1879601,Salaried,Toyota Innova Hycross (Hybrid MPV),2310476,9.16,60,48141,0.307,0.1723,Low Risk (Safe)
900998,100998,758,1878777,Self-Employed Professional,Hyundai Venue (Compact SUV),882964,9.6,60,18587,0.119,0.2028,Low Risk (Safe)
900999,100999,704,3384458,Salaried,Kia Seltos (Mid-Size SUV),1325737,12.42,84,23701,0.084,0.1107,Low Risk (Safe)
901000,101000,755,2641950,Salaried,Tata Nexon EV (Electric SUV),1278107,10.34,60,27370,0.124,0.1067,Low Risk (Safe)
901001,101001,792,2999143,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1562995,9.09,48,38962,0.156,0.2053,Low Risk (Safe)
901002,101002,771,3732174,Salaried,Kia Seltos (Mid-Size SUV),1422825,10.44,60,30539,0.098,0.0862,Low Risk (Safe)
901003,101003,732,1826259,Self-Employed Professional,Hyundai Venue (Compact SUV),850366,10.49,60,18273,0.12,0.2155,Low Risk (Safe)
901004,101004,700,1564801,Salaried,Tata Nexon EV (Electric SUV),1272807,11.41,36,41917,0.321,0.2311,Low Risk (Safe)
901005,101005,761,1206419,Salaried,Hyundai Venue (Compact SUV),983281,9.79,60,20790,0.207,0.1454,Low Risk (Safe)
901006,101006,747,1391682,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),1013005,9.87,84,16749,0.144,0.2205,Low Risk (Safe)
901007,101007,770,3800000,Salaried,Tata Nexon EV (Electric SUV),1322294,10.28,72,24683,0.078,0.0766,Low Risk (Safe)
901008,101008,758,3800000,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1319818,10.1,36,42648,0.135,0.2108,Low Risk (Safe)
901009,101009,777,1042267,Salaried,Hyundai Venue (Compact SUV),874079,10.14,84,14574,0.168,0.1184,Low Risk (Safe)
901010,101010,705,1058801,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1256150,12.02,60,27955,0.317,0.3267,Low Risk (Safe)
901011,101011,789,2856267,Salaried,Toyota Innova Hycross (Hybrid MPV),2234969,9.0,48,55617,0.234,0.1457,Low Risk (Safe)
901012,101012,738,2960875,Salaried,Hyundai Venue (Compact SUV),919931,10.33,36,29826,0.121,0.1132,Low Risk (Safe)
901013,101013,823,2963513,Self-Employed Professional,Hyundai Venue (Compact SUV),875582,8.89,48,21743,0.088,0.1567,Low Risk (Safe)
901014,101014,698,1904584,Self-Employed Non-Professional,Honda City (Premium Sedan),1279783,11.32,72,24569,0.155,0.249,Low Risk (Safe)
901015,101015,808,2045187,Self-Employed Non-Professional,Toyota Innova Hycross (Hybrid MPV),2322026,9.06,36,73904,0.434,0.3368,Low Risk (Safe)
901016,101016,738,2624323,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2157647,10.2,48,54930,0.251,0.2782,Low Risk (Safe)
901017,101017,700,2297290,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2141734,11.01,72,40776,0.213,0.2771,Low Risk (Safe)
901018,101018,708,646536,Salaried,Maruti Suzuki Swift (Hatchback),647520,12.46,60,14554,0.27,0.2018,Low Risk (Safe)
901019,101019,715,1931119,Salaried,Mahindra XUV700 (Premium SUV),1888035,11.65,72,36568,0.227,0.177,Low Risk (Safe)
901020,101020,749,1371926,Salaried,Tata Nexon EV (Electric SUV),1363278,9.56,72,24954,0.218,0.1565,Low Risk (Safe)
901021,101021,753,2412963,Salaried,Tata Nexon EV (Electric SUV),1373411,10.45,36,44606,0.222,0.1566,Low Risk (Safe)
901022,101022,704,3800000,Salaried,Hyundai Venue (Compact SUV),985067,11.88,72,19196,0.061,0.0992,Low Risk (Safe)
901023,101023,728,2682111,Salaried,Maruti Suzuki Swift (Hatchback),630245,10.2,48,16045,0.072,0.0934,Low Risk (Safe)
901024,101024,826,1844204,Salaried,Maruti Suzuki Swift (Hatchback),691009,9.16,60,14397,0.094,0.0583,Low Risk (Safe)
901025,101025,807,3638168,Self-Employed Professional,Honda City (Premium Sedan),1408228,9.03,60,29253,0.096,0.1682,Low Risk (Safe)
901026,101026,749,2857559,Salaried,Tata Nexon EV (Electric SUV),1348362,10.42,48,34470,0.145,0.12,Low Risk (Safe)
901027,101027,731,2760857,Salaried,Tata Nexon EV (Electric SUV),1422529,10.35,84,23873,0.104,0.108,Low Risk (Safe)
901028,101028,735,3059517,Salaried,Maruti Suzuki Swift (Hatchback),576758,10.02,60,12260,0.048,0.0781,Low Risk (Safe)
901029,101029,757,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),592570,9.73,36,19045,0.06,0.1738,Low Risk (Safe)
901030,101030,683,1176449,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2414810,12.48,84,43250,0.441,0.3991,Low Risk (Safe)
901031,101031,718,2843361,Self-Employed Professional,Tata Nexon EV (Electric SUV),1305546,12.32,60,29252,0.123,0.2236,Low Risk (Safe)
901032,101032,654,1316504,Salaried,Tata Nexon EV (Electric SUV),1526764,12.43,60,34294,0.313,0.2487,Low Risk (Safe)
901033,101033,747,2974337,Salaried,Maruti Suzuki Swift (Hatchback),586242,10.01,60,12458,0.05,0.0735,Low Risk (Safe)
901034,101034,759,1322087,Salaried,Toyota Innova Hycross (Hybrid MPV),2439283,10.47,72,45770,0.415,0.2503,Low Risk (Safe)
901035,101035,708,1741832,Salaried,Maruti Suzuki Swift (Hatchback),653354,11.28,36,21476,0.148,0.1408,Low Risk (Safe)
901036,101036,800,1863003,Salaried,Maruti Suzuki Swift (Hatchback),666279,9.18,48,16637,0.107,0.077,Low Risk (Safe)
901037,101037,674,3747873,Salaried,Tata Nexon EV (Electric SUV),1363912,12.19,60,30470,0.098,0.1318,Low Risk (Safe)
901038,101038,664,3631476,Salaried,Hyundai Venue (Compact SUV),1016201,11.23,36,33379,0.11,0.1425,Low Risk (Safe)
901039,101039,740,1104447,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),647747,10.35,72,12114,0.132,0.2178,Low Risk (Safe)
901040,101040,777,2258505,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1927173,9.97,60,40918,0.217,0.2429,Low Risk (Safe)
901041,101041,805,1483227,Salaried,Mahindra XUV700 (Premium SUV),1755930,9.09,48,43771,0.354,0.1982,Low Risk (Safe)
901042,101042,709,1096706,Salaried,Kia Seltos (Mid-Size SUV),1475141,11.99,36,48988,0.536,0.3344,Low Risk (Safe)
901043,101043,778,1944743,Salaried,Tata Nexon EV (Electric SUV),1508342,9.63,72,27662,0.171,0.1194,Low Risk (Safe)
901044,101044,728,1849330,Salaried,Maruti Suzuki Swift (Hatchback),654681,10.36,72,12247,0.079,0.0969,Low Risk (Safe)
901045,101045,722,3800000,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),1008075,10.09,60,21463,0.068,0.1942,Low Risk (Safe)
901046,101046,769,2780462,Salaried,Honda City (Premium Sedan),1273203,10.39,60,27296,0.118,0.0971,Low Risk (Safe)
901047,101047,759,1027162,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1779492,10.44,48,45509,0.532,0.4088,Low Risk (Safe)
901048,101048,659,1606188,Salaried,Toyota Innova Hycross (Hybrid MPV),2182911,11.29,60,47778,0.357,0.2684,Low Risk (Safe)
901049,101049,796,3800000,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),607982,8.58,36,19215,0.061,0.1559,Low Risk (Safe)
901050,101050,792,3800000,Salaried,Tata Nexon EV (Electric SUV),1467836,8.74,60,30284,0.096,0.0753,Low Risk (Safe)
901051,101051,701,915942,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),681038,11.38,60,14936,0.196,0.2681,Low Risk (Safe)
901052,101052,747,779214,Salaried,Mahindra XUV700 (Premium SUV),1861046,10.29,84,31175,0.48,0.2885,Low Risk (Safe)
901053,101053,752,3800000,Self-Employed Professional,Honda City (Premium Sedan),1273696,9.78,60,26924,0.085,0.1886,Low Risk (Safe)
901054,101054,741,2714960,Salaried,Honda City (Premium Sedan),1251335,10.06,72,23219,0.103,0.1028,Low Risk (Safe)
901055,101055,705,1359243,Salaried,Tata Nexon EV (Electric SUV),1372972,12.22,60,30693,0.271,0.2037,Low Risk (Safe)
901056,101056,699,2940370,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1313845,12.16,84,23305,0.095,0.2186,Low Risk (Safe)
901057,101057,728,514185,Self-Employed Non-Professional,Honda City (Premium Sedan),1165911,10.31,60,24950,0.582,0.4484,Low Risk (Safe)
901058,101058,782,2195359,Self-Employed Non-Professional,Toyota Innova Hycross (Hybrid MPV),2289079,8.98,60,47495,0.26,0.262,Low Risk (Safe)
901059,101059,754,2624239,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),570799,10.45,72,10704,0.049,0.1697,Low Risk (Safe)
901060,101060,713,3643111,Self-Employed Professional,Tata Nexon EV (Electric SUV),1302883,11.51,36,42970,0.142,0.2355,Low Risk (Safe)
901061,101061,764,1254637,Salaried,Maruti Suzuki Swift (Hatchback),563880,9.61,48,14196,0.136,0.1085,Low Risk (Safe)
901062,101062,601,2297030,Salaried,Tata Nexon EV (Electric SUV),1444495,15.21,36,50222,0.262,0.2482,Low Risk (Safe)
901063,101063,781,1317196,Salaried,Tata Nexon EV (Electric SUV),1341903,8.7,72,23989,0.219,0.142,Low Risk (Safe)
901064,101064,651,2521743,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2172646,11.23,36,71366,0.34,0.3636,Low Risk (Safe)
901065,101065,713,1339168,Salaried,Hyundai Venue (Compact SUV),867617,12.25,72,17075,0.153,0.141,Low Risk (Safe)
901066,101066,679,1750731,Salaried,Maruti Suzuki Swift (Hatchback),614374,11.53,60,13520,0.093,0.127,Low Risk (Safe)
901067,101067,671,1267176,Salaried,Tata Nexon EV (Electric SUV),1355587,11.42,36,44650,0.423,0.2957,Low Risk (Safe)
901068,101068,782,3134953,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1315458,8.91,60,27249,0.104,0.184,Low Risk (Safe)
901069,101069,708,3513587,Salaried,Mahindra XUV700 (Premium SUV),2111035,11.08,48,54642,0.187,0.1603,Low Risk (Safe)
901070,101070,745,1926005,Salaried,Hyundai Venue (Compact SUV),832038,10.12,60,17727,0.11,0.1044,Low Risk (Safe)
901071,101071,727,2237860,Salaried,Honda City (Premium Sedan),1407053,10.09,60,29958,0.161,0.1384,Low Risk (Safe)
901072,101072,751,987838,Salaried,Honda City (Premium Sedan),1392622,9.78,60,29438,0.358,0.2256,Low Risk (Safe)
901073,101073,733,1858309,Salaried,Maruti Suzuki Swift (Hatchback),642828,10.41,36,20866,0.135,0.1226,Low Risk (Safe)
901074,101074,672,2131608,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),644039,12.13,60,14368,0.081,0.2243,Low Risk (Safe)
901075,101075,774,3800000,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2554191,9.95,72,47254,0.149,0.2103,Low Risk (Safe)
901076,101076,707,1188756,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1447967,12.07,72,28360,0.286,0.3103,Low Risk (Safe)
901077,101077,659,3800000,Salaried,Honda City (Premium Sedan),1319166,11.79,72,25646,0.081,0.1304,Low Risk (Safe)
901078,101078,710,3791500,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1328168,12.35,48,35204,0.111,0.2214,Low Risk (Safe)
901079,101079,797,2557012,Salaried,Mahindra XUV700 (Premium SUV),1749861,8.51,72,31118,0.146,0.0979,Low Risk (Safe)
901080,101080,768,3800000,Salaried,Tata Nexon EV (Electric SUV),1388386,9.58,60,29212,0.092,0.0846,Low Risk (Safe)
901081,101081,714,2688941,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),644943,11.75,36,21344,0.095,0.2115,Low Risk (Safe)
901082,101082,714,2714280,Salaried,Maruti Suzuki Swift (Hatchback),695672,11.73,72,13503,0.06,0.094,Low Risk (Safe)
901083,101083,715,2128192,Salaried,Tata Nexon EV (Electric SUV),1272038,11.68,84,22237,0.125,0.126,Low Risk (Safe)
901084,101084,823,3800000,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2103418,9.11,60,43775,0.138,0.1817,Low Risk (Safe)
901085,101085,747,3800000,Salaried,Mahindra XUV700 (Premium SUV),1821621,9.56,48,45817,0.145,0.121,Low Risk (Safe)
901086,101086,749,1553277,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2403568,9.78,48,60707,0.469,0.382,Low Risk (Safe)
901087,101087,776,1060672,Salaried,Hyundai Venue (Compact SUV),894652,10.32,60,19149,0.217,0.1433,Low Risk (Safe)
901088,101088,740,1959815,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1909071,9.58,72,34964,0.214,0.2588,Low Risk (Safe)
901089,101089,718,1411239,Salaried,Maruti Suzuki Swift (Hatchback),585074,12.02,48,15412,0.131,0.1276,Low Risk (Safe)
901090,101090,721,2116049,Salaried,Tata Nexon EV (Electric SUV),1403678,9.59,72,25715,0.146,0.1337,Low Risk (Safe)
901091,101091,726,3800000,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1593074,10.33,48,40657,0.128,0.2224,Low Risk (Safe)
901092,101092,728,1703991,Salaried,Toyota Innova Hycross (Hybrid MPV),2431089,9.86,72,44866,0.316,0.2154,Low Risk (Safe)
901093,101093,762,2140279,Salaried,Honda City (Premium Sedan),1272184,10.11,84,21192,0.119,0.1009,Low Risk (Safe)
901094,101094,732,2262345,Salaried,Hyundai Venue (Compact SUV),1011728,9.65,60,21322,0.113,0.112,Low Risk (Safe)
901095,101095,762,3494276,Salaried,Tata Nexon EV (Electric SUV),1470499,9.57,60,30933,0.106,0.0944,Low Risk (Safe)
901096,101096,726,636799,Salaried,Hyundai Venue (Compact SUV),932899,9.72,72,17151,0.323,0.2199,Low Risk (Safe)
901097,101097,733,1569574,Salaried,Tata Nexon EV (Electric SUV),1322539,9.63,60,27859,0.213,0.1616,Low Risk (Safe)
901098,101098,640,2461314,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1622224,13.31,60,37168,0.181,0.2893,Low Risk (Safe)
901099,101099,771,3800000,Salaried,Toyota Innova Hycross (Hybrid MPV),2509671,10.01,60,53335,0.168,0.1212,Low Risk (Safe)
901100,101100,745,1671870,Salaried,Kia Seltos (Mid-Size SUV),1389901,10.09,48,35311,0.253,0.1759,Low Risk (Safe)
901101,101101,774,780660,Salaried,Maruti Suzuki Swift (Hatchback),602867,10.29,72,11256,0.173,0.1223,Low Risk (Safe)
901102,101102,599,3081235,Salaried,Kia Seltos (Mid-Size SUV),1593596,15.1,48,44431,0.173,0.2046,Low Risk (Safe)
901103,101103,823,1545025,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),569121,8.62,84,9047,0.07,0.1477,Low Risk (Safe)
901104,101104,723,1139025,Salaried,Kia Seltos (Mid-Size SUV),1659732,9.91,48,42023,0.443,0.2813,Low Risk (Safe)
901105,101105,779,1554415,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),853677,9.97,72,15802,0.122,0.1944,Low Risk (Safe)
901106,101106,683,1979809,Salaried,Hyundai Venue (Compact SUV),1000135,11.33,48,26009,0.158,0.1576,Low Risk (Safe)
901107,101107,757,1571263,Self-Employed Professional,Tata Nexon EV (Electric SUV),1367775,10.34,60,29290,0.224,0.2558,Low Risk (Safe)
901108,101108,682,651438,Salaried,Honda City (Premium Sedan),1272664,12.47,60,28612,0.527,0.3426,Low Risk (Safe)
901109,101109,701,3589008,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),694597,11.98,72,13572,0.045,0.1926,Low Risk (Safe)
901110,101110,816,3800000,Salaried,Hyundai Venue (Compact SUV),915840,8.97,60,18998,0.06,0.046,Low Risk (Safe)
901111,101111,721,3135618,Salaried,Kia Seltos (Mid-Size SUV),1500622,9.7,72,27573,0.106,0.1137,Low Risk (Safe)
901112,101112,739,1172059,Salaried,Hyundai Venue (Compact SUV),835845,10.39,60,17920,0.183,0.1437,Low Risk (Safe)
901113,101113,769,1961420,Salaried,Maruti Suzuki Swift (Hatchback),562852,10.36,60,12058,0.074,0.0751,Low Risk (Safe)
901114,101114,752,2183442,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1318283,9.58,72,24144,0.133,0.2126,Low Risk (Safe)
